,asset_id,axis-0,axis-1,axis-2,axis-3,axis-4,axis-5,axis-6,axis-7,axis-8,axis-9,axis-10,axis-11
14,4687,3.8776108099489797,3.7316844706632653,3.385821906887755,3.2828643176020407,3.141143176020408,3.116031568877551,3.240314094387755,3.2464126275510203,3.548389668367347,3.503228635204082,3.686344068877551,3.7213408801020407
15,4920,4.990672831632653,5.177734375,4.767358896683674,4.7744140625,4.536571269132653,4.824796715561225,4.831672512755102,5.311264349489796,5.414202008928571,5.283541932397959,5.235949457908164,4.841776945153061
16,5475,4.292370854591836,4.367586096938775,3.4164142219387754,3.4673549107142856,3.546257174744898,3.737902582908163,4.373046875,4.251116071428571,4.861627072704081,4.6997169961734695,4.870037468112245,4.736507493622449
17,6734,13.445232780612244,14.313018176020408,15.24073262117347,14.25456393494898,14.409697863520408,11.89291693239796,12.461515465561224,4.785176179846939,16.124103156887756,11.143355389030612,16.744678730867346,14.526566485969388
18,6858,2.809032206632653,3.2616788903061225,2.5710897640306123,3.0116589604591835,2.6871811224489797,2.9409279336734695,2.8189373405612246,2.9106544961734695,2.9300063775510203,2.839325573979592,3.007433832908163,2.735949457908163
19,7662,2.734554368622449,3.295619419642857,2.814433195153061,3.1821388711734695,2.775091677295918,2.9146404655612246,2.8854233099489797,2.8153101084183674,3.103535554846939,2.651885363520408,3.0809351084183674,2.611507493622449
20,7717,4.181560905612245,3.686144770408163,3.1943359375,3.0387236926020407,6.007772640306122,6.058394451530612,7.475386639030612,7.382075095663265,7.518594547193878,7.537089445153061,6.417789381377551,6.456293845663265
21,7811,4.805026307397959,4.183613679846939,4.255161830357143,4.718211894132653,6.920300542091836,7.288643973214286,8.111387914540817,8.331094547193878,8.253049266581632,8.417749521683673,6.880301339285714,6.988480548469388
22,7949,8.34733737244898,8.378866390306122,6.845762914540816,6.764528858418367,3.489237882653061,3.2906967474489797,4.220105229591836,4.23600924744898,7.216577646683674,7.203902264030612,8.198381696428571,8.233816964285714
23,8043,6.416553730867347,6.398656728316326,5.048070790816326,5.004464285714286,2.534458705357143,2.468929368622449,4.191027582908164,4.152722417091836,6.018156090561225,6.014728156887755,6.623026945153061,6.593132174744898
24,8142,2.823262117346939,2.752830038265306,2.837093431122449,2.8461017219387754,3.072245695153061,3.1017817283163267,3.1241430165816326,3.2687539859693877,2.9099569515306123,3.275829081632653,2.991191007653061,3.0427694515306123
25,8258,11.678332270408163,11.18634406887755,9.2109375,11.558713329081632,4.04019850127551,11.710917570153061,8.096779336734693,11.143335459183673,9.73373724489796,11.144013073979592,10.478814572704081,11.314592633928571
26,8426,3.68734056122449,3.891780931122449,3.5012356505102042,3.4636080994897958,3.84488600127551,3.8145926339285716,4.398636798469388,4.301937181122449,4.660514987244898,4.492147640306122,4.375856983418367,4.265405771683674
27,8683,9.657146843112244,7.998465401785714,9.633111447704081,7.647062340561225,8.060985331632653,6.252192283163265,5.317920918367347,4.482860331632653,6.602479272959184,7.152782206632653,8.024294483418368,9.422652264030612
28,8939,5.132055165816326,5.142936862244898,5.440628985969388,5.596400669642857,5.75129544005102,5.786013233418367,5.444694674744898,5.668148118622449,5.345942283163265,4.99039381377551,4.6811623086734695,4.795041454081633
29,9117,2.8829520089285716,2.950275031887755,2.962213010204082,2.882214604591837,2.782684948979592,2.844188456632653,3.0144292091836733,2.824896364795918,3.004085618622449,2.6679089604591835,2.854591836734694,2.638392857142857
30,9519,3.682995854591837,4.14437181122449,5.4018853635204085,5.536690848214286,7.229452327806122,6.885542889030612,8.380859375,8.08266900510204,7.890983737244898,7.537707270408164,5.975705516581633,5.7016701211734695
31,9777,4.374362244897959,4.504344706632653,3.79296875,3.8455038265306123,4.59895169005102,4.76237643494898,5.71859056122449,6.069156568877551,6.216996173469388,6.634845344387755,5.885204081632653,5.791573660714286
32,9939,3.20394212372449,3.4840361926020407,3.4775988520408165,3.609654017857143,3.5144491390306123,3.6480189732142856,3.496273118622449,3.4752670599489797,3.2644292091836733,3.1139190051020407,3.277622767857143,3.0593112244897958
33,10013,2.4754663584183674,2.580456792091837,2.166613520408163,2.3434311224489797,2.173030931122449,2.3531170280612246,2.3488719706632653,2.529197225765306,2.5585339604591835,2.5826889349489797,2.570691167091837,2.5760323660714284
34,10178,2.9802295918367347,3.326171875,3.1731106505102042,3.1402264030612246,3.3059032206632653,2.901008450255102,3.492466517857143,2.624202806122449,3.386200573979592,2.3951690051020407,3.3466198979591835,2.4601801658163267
35,10367,4.635004783163265,4.6938775510204085,4.235471141581633,4.260184151785714,3.5194913903061225,3.593470982142857,3.2123325892857144,3.21859056122449,3.840023118622449,3.8601522640306123,4.3324896364795915,4.42317044005102
36,10391,7.695890465561225,7.641880580357143,7.054388552295919,7.095165019132653,5.027463329081633,5.011320153061225,2.58773118622449,2.524952168367347,5.425482302295919,5.483039700255102,7.01335299744898,7.06999362244898
37,10423,6.171077806122449,6.132732780612245,6.085897640306122,4.086814413265306,5.376992984693878,5.99382174744898,5.1156927614795915,5.554906728316326,6.01692044005102,5.492885044642857,6.362085459183674,5.724250637755102
38,10872,7.668686224489796,7.511798469387755,6.409398915816326,6.2631935586734695,4.224788743622449,4.574796715561225,3.5749362244897958,3.926857461734694,5.799565529336735,5.947803730867347,7.269710618622449,7.338309151785714
39,11057,4.051618303571429,3.984733737244898,4.806939572704081,4.789002710459184,4.861029177295919,4.912488042091836,4.062240911989796,4.092334980867347,3.0342195471938775,2.9449736926020407,2.7822664221938775,2.8798429528061225
40,11736,8.148517219387756,9.769451530612244,10.127092633928571,10.736746651785714,10.696049904336734,10.968451052295919,10.384227519132653,10.16244818239796,9.449936224489797,7.96125637755102,9.187360491071429,3.185367506377551
41,12134,4.65852200255102,4.632533482142857,4.642617984693878,4.653419961734694,3.815349968112245,3.832409917091837,2.6775350765306123,2.835419323979592,3.1492147640306123,2.978216677295918,4.069216358418367,4.120356345663265
42,12388,3.344806281887755,3.240852200255102,3.407326211734694,3.1642617984693877,3.500538105867347,3.111627072704082,3.4986248405612246,3.08870774872449,3.3626434948979593,2.7689732142857144,3.2224569515306123,3.1580038265306123
43,12536,7.185247927295919,6.98323899872449,7.100147480867347,7.268833705357143,5.793506855867347,6.1181640625,3.6100127551020407,4.28547512755102,3.873664700255102,4.345005580357143,5.858438297193878,5.879803093112245
44,12670,5.610012755102041,5.6518255739795915,5.345603475765306,5.338069993622449,4.111666932397959,4.149653220663265,2.79085618622449,2.6456473214285716,4.163723692602041,4.126773756377551,5.247488839285714,5.18961256377551
45,12932,3.9675542091836733,4.330436862244898,2.893455038265306,3.253109056122449,2.699916294642857,3.0583346619897958,3.930644132653061,4.033282844387755,4.805903220663265,4.781588807397959,4.849868463010204,4.760821906887755
46,13626,2.9727758290816326,2.8389269770408165,3.2416892538265305,3.0207469706632653,3.5601482780612246,3.2775829081632653,3.4527264030612246,3.3628826530612246,3.183872767857143,3.0074139030612246,2.8751395089285716,2.7335180165816326
47,13810,2.5155054209183674,2.903340242346939,2.599330357142857,2.844188456632653,2.8407605229591835,3.0959024234693877,3.115832270408163,3.1752232142857144,3.1214325573979593,3.1498126594387754,3.0947265625,2.9340122767857144
48,13875,4.818598533163265,4.9057716836734695,5.1499322385204085,5.261619100765306,4.876275510204081,4.857621173469388,4.102419483418367,4.176837531887755,3.3072983099489797,3.359474649234694,3.775390625,3.622767857142857
49,14303,8.695850605867347,8.450275031887756,7.77425462372449,7.652961575255102,4.967853156887755,5.007075095663265,3.220802774234694,3.353336256377551,6.678930165816326,6.847018494897959,8.24559550382653,8.351582429846939
50,14379,3.114237882653061,2.767219387755102,3.256915656887755,3.040836256377551,3.228794642857143,3.1835538903061225,2.9895766900510203,2.9213767538265305,2.501933195153061,2.5328643176020407,2.385463169642857,2.45035475127551
51,15113,4.635702327806122,4.606006855867347,4.6255181760204085,4.291573660714286,4.0659478635204085,3.5240154655612246,3.8525789221938775,3.0341796875,4.169802295918367,3.8040497448979593,4.39909518494898,4.222437021683674
52,15638,3.7605428890306123,3.588349011479592,3.7355907206632653,3.480369100765306,3.9037986288265305,3.661810427295918,4.054069674744898,3.4862683354591835,4.10481106505102,3.5660674426020407,4.047991071428571,3.671436543367347
53,15870,5.492087850765306,5.609275350765306,5.821647799744898,5.4575294961734695,5.5224609375,5.191306600765306,4.542829241071429,4.114656409438775,4.22965162627551,3.583805006377551,4.679249043367347,4.453164859693878
54,16088,3.2138273278061225,3.170380261479592,3.1197783801020407,3.075892857142857,3.2189891581632653,3.1635841836734695,3.3651745854591835,3.3033920599489797,3.4474649234693877,3.337013711734694,3.2178930165816326,3.1263751594387754
55,16105,3.2968351403061225,4.0854591836734695,3.0501434948979593,3.8311144770408165,3.1439532844387754,3.7051379145408165,3.259247448979592,3.42008131377551,3.678790656887755,3.405871332908163,3.7003946109693877,3.2817482461734695
56,16185,2.709881218112245,2.761100924744898,2.5658282844387754,2.5720065369897958,3.5093470982142856,3.4635483099489797,3.900410554846939,3.8612683354591835,3.829559948979592,3.832110969387755,3.5617227359693877,3.5400789221938775
57,16786,8.386519451530612,8.373086734693878,7.400091677295919,7.4438177614795915,5.043965242346939,4.756536989795919,3.75862962372449,3.03433912627551,6.532087053571429,6.390066964285714,8.053132971938776,8.125119579081632
58,16793,3.316844706632653,3.280970982142857,4.454300860969388,4.164600605867347,5.976143973214286,5.657465720663265,6.61702806122449,6.347576530612245,6.307059151785714,6.19644850127551,5.069355867346939,4.89241868622449
59,16875,7.768494897959184,7.78938137755102,6.684151785714286,6.78515625,4.143116230867347,4.179308832908164,3.420619419642857,3.26871412627551,6.2563576211734695,6.094009088010204,7.571049904336735,7.591179049744898
60,16901,8.314253826530612,5.707469706632653,8.453404017857142,5.806441326530612,8.344427614795919,6.209821428571429,7.628886320153061,6.567183514030612,7.3432916135204085,6.313117825255102,6.580815529336735,6.630440848214286
61,17413,2.62027662627551,2.52652662627551,2.631317761479592,2.3696388711734695,2.6942761479591835,2.3132573341836733,2.5610251913265305,2.2556202168367347,2.5722257653061225,2.2349330357142856,2.5880102040816326,2.347217793367347
62,17755,6.313237404336735,5.331652582908164,6.334203603316326,6.039919483418367,6.273577008928571,5.978934151785714,6.019451530612245,5.963528380102041,5.80143893494898,5.924047353316326,4.332708864795919,5.951211734693878
63,17799,4.465760522959184,4.330436862244898,4.034458705357143,4.157625159438775,4.635762117346939,4.231026785714286,4.2738958864795915,4.153240593112245,4.55339205994898,4.11393893494898,4.213428730867347,4.2456353635204085
64,18706,5.291753029336735,5.336953922193878,5.012256855867347,4.982720822704081,4.202008928571429,4.152543048469388,2.791115274234694,2.614337531887755,3.8700773278061225,3.817980707908163,4.906269929846939,4.951072225765306
65,18793,5.3325294961734695,5.275928730867347,3.5813137755102042,5.320113201530612,4.906329719387755,5.3423150510204085,4.872429049744898,5.071528220663265,4.683573820153061,5.156349649234694,5.046018016581633,5.275968590561225
66,19121,5.868183992346939,5.362205038265306,5.40738600127551,4.497708067602041,4.782007334183674,3.7614795918367347,4.653918207908164,4.769591039540816,5.047751913265306,4.978515625,5.352778220663265,5.608518016581633
67,19508,4.956951530612245,4.954958545918367,3.7199258609693877,3.29996412627551,3.653021364795918,3.0438058035714284,4.858378507653061,4.5033880739795915,5.657944036989796,5.4125677614795915,5.810606664540816,5.413723692602041
68,19518,3.503388073979592,4.456273915816326,7.78515625,8.312101403061224,10.953842474489797,11.51642219387755,11.93229830994898,12.200952646683673,10.631257971938776,10.636758609693878,7.990373883928571,7.429468271683674
69,19858,3.1556919642857144,3.1742267219387754,2.809929049744898,2.6982421875,3.026347257653061,2.9720982142857144,3.5599689094387754,3.3980189732142856,3.8035116390306123,3.658183195153061,3.6261160714285716,3.3398836096938775
70,20410,4.240792410714286,4.163424744897959,3.5691964285714284,3.546356823979592,4.04280931122449,3.924346301020408,4.456692442602041,4.432338169642857,4.516721141581633,4.557657047193878,4.362404336734694,4.358657525510204
71,20541,7.495655293367347,7.843191964285714,5.804587850765306,6.598353794642857,4.9448142538265305,5.9116509885204085,7.235072544642857,6.860231983418367,8.28174824617347,7.909618144132653,8.40168606505102,8.041753029336734
72,20558,3.6555923150510203,3.855448820153061,3.2322823660714284,3.4439373405612246,2.884247448979592,3.019969706632653,3.1319555165816326,2.921775350765306,3.484095982142857,3.2502391581632653,3.8442283163265305,3.612005739795918
73,20567,5.315529336734694,5.28547512755102,6.2251275510204085,6.178491709183674,6.034976881377551,5.984115911989796,4.8330078125,4.655233577806122,3.163703762755102,2.6944754464285716,3.5427495216836733,3.404476243622449
74,20946,3.3184191645408165,3.3666095344387754,3.1810825892857144,3.1575653698979593,3.222636320153061,3.030353156887755,3.1560507015306123,2.7384805484693877,3.2673190369897958,2.8175821109693877,3.249123086734694,3.1309789540816326
75,20966,3.319714604591837,3.148716517857143,3.2127511160714284,2.9722377232142856,3.143255739795918,2.889030612244898,3.0187739158163267,2.846580038265306,3.004783163265306,2.9988839285714284,3.0506616709183674,3.0367904974489797
76,21113,3.0337013711734695,3.0392817283163267,2.903240593112245,2.798848054846939,3.020487882653061,2.872169961734694,3.062519929846939,2.876933195153061,3.145786830357143,2.8489516900510203,3.1279695471938775,2.8998126594387754
77,21720,2.5559829400510203,2.774334343112245,2.9480229591836733,3.1967075892857144,3.1513273278061225,3.232043207908163,3.045519770408163,2.965840242346939,2.5705317283163267,2.447644292091837,2.3696189413265305,2.2163185586734695
78,21929,5.685825892857143,12.431879783163266,12.814871651785714,14.876933195153061,15.384486607142858,15.813416772959183,14.73909837372449,14.813675860969388,12.523457429846939,11.684809470663266,11.361108896683673,6.735112404336735
79,22063,2.409099968112245,2.675601881377551,2.570750956632653,2.6052694515306123,2.756218112244898,2.6399872448979593,2.8608498086734695,2.5998086734693877,2.6961495535714284,2.446269132653061,2.4926060267857144,2.266083386479592
80,22252,2.662707270408163,2.6390704719387754,2.628806600765306,2.3033123405612246,2.7190688775510203,2.465202487244898,2.701530612244898,2.479113520408163,2.6686065051020407,2.4465481505102042,2.634466677295918,2.5067960778061225
81,22778,2.7703882334183674,3.09683912627551,2.8357382015306123,2.5398995535714284,3.1637436224489797,2.6711176658163267,3.318379304846939,3.2394969706632653,3.4407485650510203,3.321010044642857,3.3099689094387754,2.9984654017857144
82,22986,7.15804368622449,7.27507174744898,9.82049186862245,9.911969866071429,10.937460140306122,11.223573022959183,8.207290338010203,11.405990911989797,9.077865911989797,10.300043845663266,8.334243463010203,8.595284598214286
83,23062,3.747588488520408,3.9035594706632653,3.9130460778061225,3.938755580357143,3.838767538265306,4.027901785714286,3.8120216836734695,3.8258529974489797,3.6568877551020407,3.614795918367347,3.5711694834183674,3.4480030293367347
84,23129,7.876893335459184,7.821328922193878,7.21597975127551,7.219128667091836,5.051478794642857,5.433055644132653,4.090680803571429,3.873405612244898,6.23210299744898,6.164261798469388,7.595563616071429,7.648577008928571
85,23437,6.2182517538265305,6.224589445153061,4.707290338010204,4.645547672193878,2.943957270408163,2.460857780612245,4.50520169005102,4.368124202806122,5.695452008928571,5.683294802295919,6.331831951530612,6.296635841836735
86,23548,4.776287468112245,4.680385044642857,4.670998086734694,4.496970663265306,4.68718112244898,4.307318239795919,4.100486288265306,4.004185267857143,4.193080357142857,3.2425063775510203,4.509506536989796,4.169343909438775
87,23860,3.0438855229591835,2.991191007653061,2.561164700255102,2.4801299426020407,2.5785435267857144,2.4066685267857144,2.7241908482142856,2.513133769132653,2.9008689413265305,2.6787707270408165,2.889369419642857,2.737743144132653
88,24015,2.9275151466836733,3.367366868622449,2.940708705357143,3.285614636479592,2.694634885204082,2.984654017857143,2.2734773596938775,2.7891820790816326,2.7248684630102042,2.6566685267857144,3.0122967155612246,2.8298588966836733
89,24141,5.11441725127551,4.428033322704081,4.93586575255102,4.47835618622449,3.3878348214285716,4.388034119897959,3.8950892857142856,4.605030293367347,4.1098333864795915,4.632991868622449,4.2748923788265305,4.738301179846939
90,24244,3.803113042091837,4.014369419642857,2.3157485650510203,2.613739636479592,2.998026945153061,3.2454360650510203,4.824657206632653,4.810945471938775,5.304049744897959,5.30257493622449,5.0425103635204085,4.9214166135204085
91,24402,2.817303093112245,2.950554049744898,5.258211096938775,5.387874681122449,6.307916135204081,6.30289381377551,6.316745057397959,6.346878985969388,5.553312340561225,5.5595703125,3.2945232780612246,3.39632493622449
92,24884,3.028698979591837,2.4573501275510203,2.9572504783163267,2.1197185905612246,2.809111926020408,2.1220105229591835,2.7960379464285716,2.3571827168367347,2.7433832908163267,2.5836654974489797,2.640545280612245,2.741191007653061
93,24905,1.9056521045918366,2.9730548469387754,2.0395607461734695,3.031230070153061,2.5049226721938775,3.13980787627551,2.794642857142857,3.1960698341836733,2.9873046875,3.054229113520408,2.947783801020408,2.6099330357142856
94,25001,2.879005899234694,3.0364516900510203,3.7347735969387754,3.9755261479591835,4.200474330357143,4.293666294642857,3.9750279017857144,4.089664381377551,3.252570950255102,3.3044284119897958,2.321568080357143,2.448600924744898
95,25068,3.0372488839285716,3.2270607461734695,3.4296875,3.710857780612245,3.7489835778061225,3.928272480867347,4.113380899234694,4.2348732461734695,4.277602838010204,4.22379225127551,3.6153738839285716,3.6735690369897958
96,25257,3.385204081632653,6.818439094387755,3.605169802295918,6.6958107461734695,4.215900031887755,6.167908960459184,5.036810427295919,5.489536830357143,5.74300462372449,4.528360172193878,6.390365911989796,3.57730787627551
97,25419,2.790397799744898,3.7763273278061225,3.1758410395408165,3.568259725765306,3.3884526466836733,3.1096340880102042,3.695292570153061,2.5010961415816326,3.861049107142857,2.1329320790816326,3.892040019132653,2.1972058354591835
98,25497,3.3941924426020407,3.7755301339285716,3.719806281887755,3.643116230867347,3.935088488520408,3.534857302295918,3.92366868622449,3.5621014030612246,3.7448780293367347,3.5268455038265305,3.7658242984693877,3.3143335459183674
99,25871,2.89566725127551,2.837790975765306,2.9767020089285716,3.0007374043367347,3.201610331632653,3.235809948979592,3.1673110650510203,3.162009725765306,2.935447225765306,2.7682358099489797,2.745555644132653,2.6193598533163267
100,26734,2.920280612244898,3.4011080994897958,2.829001913265306,3.172871492346939,2.840023118622449,2.95035475127551,3.2644292091836733,2.958625637755102,3.4651626275510203,3.071827168367347,3.461017219387755,3.108219068877551
101,26892,3.5418526785714284,3.182916135204082,3.862902582908163,3.7152622767857144,3.8485730229591835,3.7580516581632653,3.450275031887755,3.3497488839285716,2.9063695790816326,2.9183673469387754,2.321308992346939,2.9433992346938775
102,26952,3.6096938775510203,3.539421237244898,3.7777423469387754,3.6578842474489797,4.2768654336734695,4.063058035714286,4.481265943877551,4.392976721938775,4.424545599489796,4.271603954081633,3.8540138711734695,3.775569993622449
103,27312,2.730488679846939,4.112384406887755,9.678332270408163,9.868144132653061,13.19449537627551,13.309769610969388,13.928631218112244,14.063356983418368,12.235750159438776,12.225187340561224,8.191824776785714,7.895069355867347
104,27720,6.343570631377551,6.521384725765306,6.499960140306122,6.715840242346939,5.440130739795919,5.93327487244898,3.8957071109693877,4.525011957908164,2.901008450255102,3.977100605867347,4.953802614795919,5.32047193877551
105,27751,11.755460778061224,10.77507174744898,12.022720025510203,8.532087053571429,12.090939891581632,2.9382374043367347,12.015625,8.026147959183673,11.699418048469388,10.584382971938776,11.317582110969388,11.488062021683673
106,27918,5.56965481505102,5.388492506377551,5.387994260204081,5.075573979591836,5.018295599489796,5.080078125,5.33707350127551,4.423608896683674,3.796795280612245,5.368742028061225,5.097297512755102,5.415896045918367
107,28159,2.4693279655612246,2.5837651466836733,2.7009127869897958,2.709602200255102,2.665557238520408,2.7082469706632653,2.479771205357143,2.5579360650510203,2.281170280612245,2.3401626275510203,2.2963767538265305,2.326191804846939
108,29740,1.861328125,1.9969706632653061,1.9295479910714286,1.9719985650510203,1.9898756377551021,1.862643494897959,2.034717793367347,1.7818080357142858,2.0596301020408165,1.6761798469387754,2.0072544642857144,1.689532844387755
109,29797,2.245097257653061,2.6810825892857144,2.3748804209183674,2.5043845663265305,2.601203762755102,2.322265625,2.734095982142857,2.113799426020408,2.81265943877551,1.8888313137755102,2.765166613520408,1.9824019451530612
110,30036,4.993781887755102,4.371771364795919,5.401088169642857,4.312599649234694,5.818359375,4.381536989795919,5.812519929846939,4.738460618622449,4.394431600765306,4.693339445153061,4.99722975127551,4.889608577806122
111,30193,5.606365593112245,5.501335299744898,3.9247648278061225,3.617885044642857,3.4405691964285716,3.0607860331632653,5.022122130102041,5.008370535714286,6.0551658163265305,6.349848533163265,6.578125,6.368463010204081
112,30289,8.824657206632653,8.952168367346939,7.755440848214286,7.673648756377551,5.004125478316326,5.284937021683674,4.590262276785714,4.184012276785714,6.87093431122449,7.044961734693878,8.67496412627551,8.627411511479592
113,30698,8.727519132653061,8.640585140306122,7.43488919005102,7.209841358418367,4.8003029336734695,4.116111288265306,4.427555006377551,3.666474011479592,7.1083984375,6.898178411989796,8.589106345663266,8.503487723214286
114,30903,4.324418048469388,4.329280931122449,5.819754464285714,5.773198341836735,6.8169044961734695,6.821687659438775,6.846918845663265,6.825434470663265,5.5444036989795915,5.516302614795919,2.67008131377551,2.4695073341836733
115,30920,4.640625,4.572943239795919,5.519312021683674,5.483119419642857,5.648377710459184,5.525609853316326,4.869280133928571,4.65495455994898,3.6932198660714284,3.4583266900510203,3.671954719387755,3.7170360331632653
116,31427,8.00829081632653,3.866509885204082,8.285235969387756,7.603435905612245,9.422293526785714,9.705058195153061,9.888671875,10.13149713010204,9.268275669642858,9.673130580357142,7.142040019132653,8.824079241071429
117,31789,4.220663265306122,3.9177694515306123,4.200972576530612,3.7024075255102042,4.157465720663265,3.7052973533163267,3.441426179846939,3.6964883609693877,3.9394132653061225,3.7173549107142856,3.9984454719387754,3.823262117346939
118,32097,2.9396922831632653,3.0450414540816326,2.8021763392857144,2.7615194515306123,3.0178372130102042,2.9395926339285716,3.5606863839285716,3.413524394132653,3.7006138392857144,3.245416135204082,3.4922472895408165,3.2006736288265305
119,32336,3.240234375,2.7036033163265305,2.9982461734693877,2.500358737244898,2.7450773278061225,2.332210618622449,2.531349649234694,2.3526586415816326,2.6199976084183674,2.6378148915816326,2.7458745216836733,3.048130580357143
120,32419,7.399015465561225,7.261300223214286,7.882194674744898,7.73762356505102,7.024394132653061,6.7709661989795915,4.728435905612245,4.4380181760204085,3.272540656887755,2.9717195471938775,5.750259088010204,5.740772480867347
121,32871,3.55648118622449,2.4559151785714284,3.5181560905612246,2.518993144132653,3.4276147959183674,2.6028778698979593,3.345802774234694,2.714385363520408,3.022839604591837,2.8884725765306123,2.8488321109693877,2.9318598533163267
122,33466,7.536092952806122,7.888891103316326,7.630839445153061,8.833127391581632,6.84504544005102,8.156708386479592,6.160176179846939,6.185965401785714,5.850785235969388,5.467653858418367,6.97574537627551,6.576032366071429
123,33521,2.8164660395408165,2.71566087372449,2.6601961096938775,2.6132413903061225,2.812579719387755,2.619658801020408,2.7891023596938775,2.7367267219387754,2.8325294961734695,2.8792450573979593,2.6769770408163267,2.8020966198979593
124,34540,4.065070950255102,4.393793845663265,3.762177136479592,3.960837850765306,3.871113679846939,3.7258250956632653,4.120236766581633,4.045459980867347,4.407246492346939,4.6284279336734695,4.522999043367347,4.66374362244898
125,34562,4.710558832908164,4.933254942602041,1.851124043367347,2.46500318877551,5.845503826530612,5.968112244897959,7.774453922193878,7.85090481505102,8.130899234693878,8.20719068877551,7.319634885204081,7.313576211734694
126,34786,5.2587890625,5.327865911989796,5.757075095663265,5.73307955994898,5.20442044005102,5.131437340561225,3.663006218112245,3.577586894132653,2.638771524234694,2.2783601721938775,3.889349489795918,3.8239795918367347
127,35054,1.9602798150510203,2.0205476721938775,2.0115792410714284,2.063117825255102,2.3215481505102042,2.333705357142857,2.513392857142857,2.502830038265306,2.540935905612245,2.48616868622449,2.2517338966836733,2.198162468112245
128,35198,3.6960698341836733,4.029416454081633,5.471799266581633,5.427475286989796,6.043008609693878,5.974489795918367,5.656269929846939,5.638054049744898,4.644232302295919,4.4506736288265305,3.5067960778061225,2.762416294642857
129,35602,11.999800701530612,11.838010204081632,11.279655612244898,10.926458864795919,8.283502072704081,7.789600605867347,3.243522799744898,2.060526945153061,8.05209661989796,8.00717474489796,11.026965082908163,11.144232302295919
130,36379,3.748046875,3.68359375,3.836555325255102,3.7855747767857144,3.4754663584183674,3.5567801339285716,3.142936862244898,3.038066007653061,3.065728635204082,2.869140625,3.1094945790816326,3.2265226403061225
131,36395,10.540278220663266,10.395627391581632,6.231505102040816,5.992426658163265,3.935925542091837,3.710837850765306,8.723373724489797,8.665178571428571,11.333147321428571,11.372528698979592,11.931401466836734,11.993263711734693
132,36577,13.574158960459183,13.392996651785714,14.832768654336734,14.678830516581632,13.236128826530612,12.386479591836734,8.28565449617347,7.929308832908164,3.821269132653061,4.674545599489796,9.402861926020408,9.61196588010204
